"Easting","Northing","Latitude","Longitude","Family","Cover_Class","Number","Genus_species"
NA,NA,"35.238466","-115.798303","Asteraceae","Gravel","1","Stylocline micropoides"
NA,NA,"35.238466","-115.798303","Asteraceae","Gravel","1","Ericameria paniculata"
NA,NA,"35.238511","-115.798154","Poaceae","Gravel","8","Unknown"
NA,NA,"35.238511","-115.798154","Poaceae","Gravel","3","Dasyochloa pulchella"
NA,NA,"35.238511","-115.798154","Boraginaceae","Gravel","1","Plagiobothrys jonesii"
NA,NA,"35.238546","-115.798132","Poaceae","Gravel","41","Unknown"
NA,NA,"35.238546","-115.798132","Boraginaceae","Gravel","1","Plagiobothrys jonesii"
NA,NA,"35.238546","-115.798132","Fabaceae","Gravel","1","Acmispon strigosus"
NA,NA,"35.238546","-115.798132","Poaceae","Gravel","2","Dasyochloa pulchella"
NA,NA,"35.23856","-115.798103","Poaceae","Gravel","5","Unknown"
NA,NA,"35.23856","-115.798103","Cactaceae","Gravel","1","Opuntia basilaris"
NA,NA,"35.23856","-115.798103","Parmeliaceae","Gravel",NA,"Bryoria"
NA,NA,"35.23856","-115.798103","Plantaginaceae","Gravel","1","Plantago ovata"
NA,NA,"35.23856","-115.798103","Poaceae","Gravel","2","Dasyochloa pulchella"
NA,NA,"35.238595","-115.79804","Cactaceae","Rock","1","Ferocactus cylindraceus"
NA,NA,"35.238595","-115.79804","Poaceae","Rock","10","Unknown"
NA,NA,"35.238595","-115.79804","Polygonaceae","Rock","1","Eriogonum inflatum"
NA,NA,"35.238595","-115.79804","Boraginaceae","Rock","2","Plagiobothrys jonesii"
NA,NA,"35.238595","-115.79804","Poaceae","Rock","1","Dasyochloa pulchella"
NA,NA,"35.238624","-115.797993","Cactaceae","Gravel","1","Echinocereus engelmannii"
NA,NA,"35.238624","-115.797993","Cactaceae","Gravel","1","Cylindropuntia ramosissima"
NA,NA,"35.238624","-115.797993","Asteraceae","Gravel","1","Ambrosia dumosa"
NA,NA,"35.238624","-115.797993","Ephedraceae","Gravel","1","Ephedra viridis"
NA,NA,"35.238624","-115.797993","Poaceae","Gravel","1","Unknown"
NA,NA,"35.238624","-115.797993","Fabaceae","Gravel","1","Acmispon strigosus"
NA,NA,"35.238649","-115.797975","Cactaceae","Live Plant","2","Cylindropuntia acanthocarpa"
NA,NA,"35.238649","-115.797975","Ephedraceae","Live Plant","1","Ephedra viridis"
NA,NA,"35.238649","-115.797975","Asteraceae","Live Plant","1","Encelia farinosa"
NA,NA,"35.238758","-115.798798","Asteraceae","Gravel","2","Nicolletia occidentalis"
NA,NA,"35.238758","-115.798798","Boraginaceae","Gravel","2","Plagiobothrys jonesii"
NA,NA,"35.238758","-115.798798","Boraginaceae","Gravel","4","Pectocarya penicillata"
NA,NA,"35.238758","-115.798798","Fabaceae","Gravel","1","Acmispon strigosus"
NA,NA,"35.238758","-115.798798","Poaceae","Gravel","10","Bromus madritensis ssp. rubens"
NA,NA,"35.238776","-115.798809","Poaceae","Gravel","6","Unknown"
NA,NA,"35.238776","-115.798809","Poaceae","Gravel","3","Bromus madritensis ssp. rubens"
NA,NA,"35.238776","-115.798809","Boraginaceae","Gravel","7","Pectocarya penicillata"
NA,NA,"35.238776","-115.798809","Boraginaceae","Gravel","5","Plagiobothrys jonesii"
NA,NA,"35.238776","-115.798809","Asteraceae","Gravel","1","Stylocline micropoides"
NA,NA,"35.238776","-115.798809","Fabaceae","Gravel","1","Acmispon strigosus"
NA,NA,"35.238776","-115.798809","Boraginaceae","Gravel","2","Pectocarya penicillata"
NA,NA,"35.238695","-115.798865","Boraginaceae","Gravel","5","Plagiobothrys jonesii"
NA,NA,"35.238695","-115.798865","Poaceae","Gravel","13","Bromus madritensis ssp. rubens"
NA,NA,"35.238695","-115.798865","Boraginaceae","Gravel","20","Pectocarya penicillata"
NA,NA,"35.238695","-115.798865","Poaceae","Gravel","8","Unknown"
NA,NA,"35.238713","-115.798865","Poaceae","Sand","9","Unknown"
NA,NA,"35.238713","-115.798865","Poaceae","Sand","3","Bromus madritensis ssp. rubens"
NA,NA,"35.238713","-115.798865","Boraginaceae","Sand","2","Plagiobothrys jonesii"
NA,NA,"35.238713","-115.798865","Boraginaceae","Sand","6","Pectocarya penicillata"
NA,NA,"35.238713","-115.798865","Fabaceae","Sand","4","Acmispon strigosus"
NA,NA,"35.238713","-115.798865","Cactaceae","Sand","2","Cylindropuntia echinocarpa"
NA,NA,"35.238669","-115.798964","Zygophyllaceae","Rock","1","Larrea tridentata"
NA,NA,"35.238669","-115.798964","Asteraceae","Rock","1","Chaenactis fremontii"
NA,NA,"35.238669","-115.798964","Boraginaceae","Rock","2","Pectocarya penicillata"
NA,NA,"35.238669","-115.798964","Brassicaceae","Rock","1","Physaria tenella"
NA,NA,"35.238714","-115.79892","Geraniaceae","Gravel","21","Erodium cicutarium"
NA,NA,"35.238714","-115.79892","Geraniaceae","Gravel","4","Erodium cicutarium"
NA,NA,"35.238714","-115.79892","Fabaceae","Gravel","2","Acmispon strigosus"
NA,NA,"35.238678","-115.798909","Cactaceae","Gravel","4","Cylindropuntia ramosissima"
NA,NA,"35.238678","-115.798909","Boraginaceae","Gravel","1","Pectocarya penicillata"
NA,NA,"35.238678","-115.798909","Boraginaceae","Gravel","1","Plagiobothrys jonesii"
NA,NA,"35.238678","-115.798909","Poaceae","Gravel","4","Unknown"
NA,NA,"35.238678","-115.798909","Brassicaceae","Gravel","1","Lepidium densiflorum"
NA,NA,"35.238815","-115.799094","Poaceae","Gravel","6","Unknown"
NA,NA,"35.238777","-115.798919","Fabaceae","Gravel","1","Acmispon strigosus"
NA,NA,"35.238777","-115.798919","Boraginaceae","Gravel","1","Pectocarya penicillata"
NA,NA,"35.238777","-115.798919","Polygonaceae","Gravel","1","Eriogonum inflatum"
NA,NA,"35.238777","-115.798919","Poaceae","Gravel","6","Unknown"
NA,NA,"35.238777","-115.798919","Boraginaceae","Gravel","1","Phacelia crenulata"
NA,NA,"35.238544","-115.799054","Zygophyllaceae","Gravel","1","Larrea tridentata"
NA,NA,"35.238544","-115.799054","Ephedraceae","Gravel","1","Ephedra viridis"
NA,NA,"35.238544","-115.799054","Poaceae","Gravel","12","Unknown"
NA,NA,"35.238544","-115.799054","Boraginaceae","Gravel","1","Pectocarya penicillata"
NA,NA,"35.238544","-115.799054","Poaceae","Gravel","3","Bromus madritensis ssp. rubens"
NA,NA,"35.238544","-115.799054","Boraginaceae","Gravel","1","Plagiobothrys jonesii"
NA,NA,"35.238449","-115.798594","Cactaceae","Live plant","1","Cylindropuntia ramosissima"
NA,NA,"35.238449","-115.798594","Cactaceae","Live plant","1","Echinocereus engelmannii"
NA,NA,"35.238449","-115.798594","Brassicaceae","Live plant","1","Lepidium densiflorum"
NA,NA,"35.238449","-115.798594","Boraginaceae","Live plant","6","Plagiobothrys jonesii"
NA,NA,"35.238449","-115.798594","Boraginaceae","Live plant","4","Pectocarya"
NA,NA,"35.238449","-115.798594","Poaceae","Live plant","7","Unknown"
NA,NA,"35.23863","-115.798635","Brassicaceae","Rock","4","Lepidium densiflorum"
NA,NA,"35.23863","-115.798635","Boraginaceae","Rock","4","Pectocarya penicillata"
NA,NA,"35.23863","-115.798635","Poaceae","Rock","2","Unknown"
NA,NA,"35.23863","-115.798635","Poaceae","Rock","1","Bromus madritensis ssp. rubens"
NA,NA,"35.23863","-115.798635","Boraginaceae","Rock","1","Plagiobothrys jonesii"
NA,NA,"35.238778","-115.799018","Boraginaceae","Gravel","13","Pectocarya penicillata"
NA,NA,"35.238778","-115.799018","Brassicaceae","Gravel","1","Lepidium densiflorum"
NA,NA,"35.238778","-115.799018","Asteraceae","Gravel","1","Stylocline micropoides"
NA,NA,"35.238778","-115.799018","Poaceae","Gravel","7","Unknown"
NA,NA,"35.238377","-115.798573","Null","Gravel",NA,"Unknown"
NA,NA,"35.23865","-115.798822","Boraginaceae","Gravel",NA,"Cryptantha angustifolia"
NA,NA,"35.23865","-115.798822","Boraginaceae","Gravel",NA,"Cryptandra angustifolia"
NA,NA,"35.23865","-115.798822","Boraginaceae","Gravel",NA,"Cryptanthus angustifolius"
NA,NA,"35.23865","-115.798822","Boraginaceae","Gravel",NA,"Pectocarya penicillata"
NA,NA,"35.238189","-115.798719","Cactaceae","Gravel",NA,"Echinocereus engelmannii"
NA,NA,"35.238189","-115.798719","Zygophyllaceae","Gravel",NA,"Larrea tridentata"
NA,NA,"35.238189","-115.798719","Cactaceae","Gravel",NA,"Cylindropuntia acanthocarpa"
NA,NA,"35.238398","-115.798946","Polemoniaceae","Gravel",NA,"Langloisia setosissima"
NA,NA,"35.238398","-115.798946","Cactaceae","Gravel",NA,"Ferocactus cylindraceus"
NA,NA,"35.238438","-115.798429","Poaceae","Rock","4","Bromus madritensis ssp. rubens"
NA,NA,"35.238438","-115.798429","Poaceae","Rock","3","Unknown"
NA,NA,"35.238438","-115.798429","Cactaceae","Rock","1","Cylindropuntia acanthocarpa"
NA,NA,"35.238438","-115.798429","Asteraceae","Rock","1","Stylocline micropoides"
NA,NA,"35.238438","-115.798429","Boraginaceae","Rock","2","Plagiobothrys jonesii"
NA,NA,"35.238438","-115.798429","Brassicaceae","Rock","1","Lepidium densiflorum"
NA,NA,"35.238438","-115.798429","Fabaceae","Rock","3","Acmispon strigosus"
NA,NA,"35.238474","-115.798385","Poaceae","Gravel","4","Dasyochloa pulchella"
NA,NA,"35.238474","-115.798385","Fabaceae","Gravel","1","Acmispon strigosus"
NA,NA,"35.238474","-115.798385","Brassicaceae","Gravel","2","Lepidium densiflorum"
NA,NA,"35.238474","-115.798385","Boraginaceae","Gravel","1","Amsinckia tessellata"
NA,NA,"35.238474","-115.798385","Asteraceae","Gravel","2","Senecio mohavensis"
NA,NA,"35.23842","-115.798342","Poaceae","Rock","16","Bromus madritensis ssp. rubens"
NA,NA,"35.23842","-115.798342","Brassicaceae","Rock","10","Lepidium densiflorum"
NA,NA,"35.23842","-115.798342","Boraginaceae","Rock","1","Plagiobothrys jonesii"
NA,NA,"35.23842","-115.798342","Boraginaceae","Rock","1","Phacelia crenulata"
NA,NA,"35.23842","-115.798342","Null","Rock","1","Unknown"
NA,NA,"35.238527","-115.798252","Brassicaceae","Rock","7","Lepidium densiflorum"
NA,NA,"35.238527","-115.798252","Poaceae","Rock","5","Bromus madritensis ssp. rubens"
NA,NA,"35.238527","-115.798252","Boraginaceae","Rock","5","Pectocarya penicillata"
NA,NA,"35.238527","-115.798252","Boraginaceae","Rock","1","Plagiobothrys jonesii"
NA,NA,"35.238527","-115.798252","Fabaceae","Rock","1","Acmispon strigosus"
NA,NA,"35.238518","-115.798296","Poaceae","Rock","17","Bromus madritensis ssp. rubens"
NA,NA,"35.238518","-115.798296","Poaceae","Rock","1","Unknown"
NA,NA,"35.238518","-115.798296","Cactaceae","Rock","1","Ferocactus cylindraceus"
NA,NA,"35.238518","-115.798296","Brassicaceae","Rock","1","Lepidium densiflorum"
NA,NA,"35.238518","-115.798296","Asteraceae","Rock","3","Perityle emoryi"
NA,NA,"35.238518","-115.798296","Cactaceae","Rock","1","Cylindropuntia acanthocarpa"
NA,NA,"35.238518","-115.798296","Boraginaceae","Rock","1","Pectocarya penicillata"
NA,NA,"35.238536","-115.798307","Brassicaceae","Gravel","2","Lepidium densiflorum"
NA,NA,"35.238536","-115.798307","Poaceae","Gravel","5","Bromus madritensis ssp. rubens"
NA,NA,"35.238536","-115.798307","Plantaginaceae","Gravel","1","Plantago ovata"
NA,NA,"35.238571","-115.798164","Cactaceae","Rock","1","Ferocactus cylindraceus"
NA,NA,"35.238571","-115.798164","Brassicaceae","Rock","8","Lepidium densiflorum"
NA,NA,"35.238571","-115.798164","Geraniaceae","Rock","1","Erodium cicutarium"
NA,NA,"35.238607","-115.798108","Poaceae","Rock","6","Bromus madritensis ssp. rubens"
NA,NA,"35.238607","-115.798108","Boraginaceae","Rock","3","Pectocarya penicillata"
NA,NA,"35.238607","-115.798108","Boraginaceae","Rock","2","Plagiobothrys jonesii"
NA,NA,"35.238607","-115.798108","Brassicaceae","Rock","1","Lepidium densiflorum"
NA,NA,"35.238607","-115.798108","Fabaceae","Rock","1","Acmispon strigosus"
NA,NA,"35.238642","-115.798086","Agaveceae","Litter","1","Yucca schidigera"
NA,NA,"35.238642","-115.798086","Boraginaceae","Litter","9","Amsinckia tessellata"
NA,NA,"35.238669","-115.798085","Poaceae","Rock","10","Bromus madritensis ssp. rubens"
NA,NA,"35.238669","-115.798085","Asteraceae","Rock","1","Stylocline micropoides"
NA,NA,"35.238669","-115.798085","Poaceae","Rock","3","Dasyochloa pulchella"
NA,NA,"35.238669","-115.798085","Fabaceae","Rock","6","Acmispon strigosus"
NA,NA,"35.238669","-115.798085","Boraginaceae","Rock","2","Plagiobothrys jonesii"
NA,NA,"35.235399","-115.795204","Malvaceae","litter","2","Sphaeralcea ambigua"
NA,NA,"35.235399","-115.795204","Cactaceae","litter","1","Opuntia basilaris"
NA,NA,"35.235399","-115.795204","Poaceae","litter","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235397","-115.795167","Chenopodiaceae","live plant","2","Atriplex polycarpa"
NA,NA,"35.235397","-115.795167","Polygonaceae","live plant","1","Eriogonum inflatum"
NA,NA,"35.235397","-115.795167","Poaceae","live plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235397","-115.795167","Poaceae","live plant","2","Unknown"
NA,NA,"35.235397","-115.795167","null","live plant","TNTC","Unknown"
NA,NA,"35.235401","-115.795099","Zygophyllaceae","live plant","1","Larrea tridentata"
NA,NA,"35.235401","-115.795099","Chenopodiaceae","live plant","1","Atriplex polycarpa"
NA,NA,"35.235401","-115.795099","Poaceae","live plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235401","-115.795099","null","live plant","TNTC","Unknown"
NA,NA,"35.235399","-115.795074","Cactaceae","Basalt gravel","1","Cylindropuntia acanthocarpa"
NA,NA,"35.235399","-115.795074","Chenopodiaceae","Basalt gravel","3","Atriplex polycarpa"
NA,NA,"35.235399","-115.795074","Poaceae","Basalt gravel","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235399","-115.795074","null","Basalt gravel","TNTC","Unknown"
NA,NA,"35.235388","-115.795039","Zygophyllaceae","Cobble","2","Larrea tridentata"
NA,NA,"35.235388","-115.795039","Solanaceae","Cobble","1","Lycium andersonii"
NA,NA,"35.235388","-115.795039","Poaceae","Cobble","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.23537","-115.794961","Ephedraceae","Basalt gravel","1","Ephedra viridis"
NA,NA,"35.23537","-115.794961","Poaceae","Basalt gravel","10","Unknown"
NA,NA,"35.23537","-115.794961","Poaceae","Basalt gravel","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235398","-115.794924","Asteraceae","live plant","1","Baccharis salicina"
NA,NA,"35.235398","-115.794924","Polygonaceae","live plant","3","Eriogonum fasciculatum"
NA,NA,"35.235398","-115.794924","Fabaceae","live plant","1","Senegalia greggii"
NA,NA,"35.235398","-115.794924","Poaceae","live plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.2354","-115.794886","Ephedraceae","gravel","1","Ephedra viridis"
NA,NA,"35.2354","-115.794886","Polygonaceae","gravel","3","Eriogonum inflatum"
NA,NA,"35.2354","-115.794886","Cactaceae","gravel","1","Echinocereus engelmannii"
NA,NA,"35.2354","-115.794886","Malvaceae","gravel","1","Sphaeralcea ambigua"
NA,NA,"35.2354","-115.794886","Poaceae","gravel","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.2354","-115.794886","Poaceae","gravel","TNTC","Unknown"
NA,NA,"35.235398","-115.794811","Asteraceae","gravel","2","Ambrosia dumosa"
NA,NA,"35.235398","-115.794811","Asteraceae","gravel","1","Baccharis salicina"
NA,NA,"35.235398","-115.794811","Polygonaceae","gravel","5","Eriogonum inflatum"
NA,NA,"35.235398","-115.794811","Poaceae","gravel","1","Bromus madritensis ssp. rubens"
NA,NA,"35.235387","-115.794694","Cactaceae","basalt","1","Ferocactus cylindraceus"
NA,NA,"35.235387","-115.794694","Chenopodiaceae","basalt","1","Atriplex polycarpa"
NA,NA,"35.235387","-115.794694","Poaceae","basalt","TNTC","Unknown"
NA,NA,"35.235387","-115.794694","Poaceae","basalt","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235387","-115.794694","Fabaceae","basalt","1","Senegalia greggii"
NA,NA,"35.235193","-115.795222","Ephedraceae","live plant","1","Ephedra viridis"
NA,NA,"35.235193","-115.795222","Poaceae","live plant","TNTC","Unknown"
NA,NA,"35.235193","-115.795222","Poaceae","live plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235208","-115.795280","Solanaceae","live plant","2","Lycium andersonii"
NA,NA,"35.235208","-115.795280","Ephedraceae","live plant","1","Ephedra viridis"
NA,NA,"35.235208","-115.795280","Agavaceae","live plant","1","Yucca schidigera"
NA,NA,"35.235208","-115.795280","Poaceae","live plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235201","-115.795349","Cactaceae","Dirt","1","Cylindropuntia acanthocarpa"
NA,NA,"35.235201","-115.795349","Zygophyllaceae","Dirt","1","Larrea tridentata"
NA,NA,"35.235201","-115.795349","Chenopodiaceae","Dirt","1","Atriplex polycarpa"
NA,NA,"35.235201","-115.795349","Ephedraceae","Dirt","1","Ephedra viridis"
NA,NA,"35.235201","-115.795349","Poaceae","Dirt","1","Dasyochloa pulchella"
NA,NA,"35.235201","-115.795349","Poaceae","Dirt","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235208","-115.795397","Ephedraceae","Basalt cobble","1","Ephedra viridis"
NA,NA,"35.235208","-115.795397","Zygophyllaceae","Basalt cobble","1","Larrea tridentata"
NA,NA,"35.235208","-115.795397","Poaceae","Basalt cobble","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235208","-115.795397","null","Basalt cobble","TNTC","Unknown"
NA,NA,"35.235213","-115.795452","Chenopodiaceae","Dirt","3","Atriplex polycarpa"
NA,NA,"35.235213","-115.795452","Zygophyllaceae","Dirt","1","Larrea tridentata"
NA,NA,"35.235213","-115.795452","Poaceae","Dirt","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235216","-115.795501","Malvaceae","Dirt","3","Sphaeralcea ambigua"
NA,NA,"35.235216","-115.795501","Cactaceae","Dirt","2","Opuntia basilaris"
NA,NA,"35.235216","-115.795501","Poaceae","Dirt","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235226","-115.795614","Pteridaceae","Basalt boulders","1","Notholaena californica"
NA,NA,"35.235216","-115.795666","Cactaceae","live plant","1","Ferocactus cylindraceus"
NA,NA,"35.235216","-115.795666","Ephedraceae","live plant","2","Ephedra viridis"
NA,NA,"35.235216","-115.795666","Poaceae","live plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235213","-115.795745","Malvaceae","Basalt gravel","2","Sphaeralcea ambigua"
NA,NA,"35.235213","-115.795745","Ephedraceae","Basalt gravel","1","Ephedra viridis"
NA,NA,"35.235213","-115.795745","Null","Basalt gravel","1","Unknown"
NA,NA,"35.235213","-115.795745","null","Basalt gravel","TNTC","Unknown"
NA,NA,"35.235213","-115.795745","Poaceae","Basalt gravel","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235207","-115.795779","Cleomaceae","Basalt","1","Peritoma arborea"
NA,NA,"35.235207","-115.795779","Agavaceae","Basalt","1","Yucca schidigera"
NA,NA,"35.235207","-115.795779","Malvaceae","Basalt","2","Sphaeralcea ambigua"
NA,NA,"35.235207","-115.795779","Poaceae","Basalt","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.234969","-115.795214","Poaceae","Basalt cobble","20","Bromus madritensis ssp. rubens"
NA,NA,"35.234966","-115.795152","Cactaceae","Basalt","1","Cylindropuntia acanthocarpa"
NA,NA,"35.234966","-115.795152","Polygonaceae","Basalt","1","Chorizanthe rigida"
NA,NA,"35.234966","-115.795152","Poaceae","Basalt","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.234966","-115.795152","Null","Basalt","7","Unknown"
NA,NA,"35.234966","-115.795152","null","Basalt","TNTC","Unknown"
NA,NA,"35.234973","-115.795073","Poaceae","Basalt cobble","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.234961","-115.795014","Chenopodiaceae","Basalt cobble","1","Atriplex polycarpa"
NA,NA,"35.234961","-115.795014","Polygonaceae","Basalt cobble","1","Chorizanthe rigida"
NA,NA,"35.234961","-115.795014","Poaceae","Basalt cobble","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.234961","-115.795014","null","Basalt cobble","TNTC","Unknown"
NA,NA,"35.234964","-115.794928","Cactaceae","live plant","1","Cylindropuntia acanthocarpa"
NA,NA,"35.234964","-115.794928","Agavaceae","live plant","1","Yucca schidigera"
NA,NA,"35.234964","-115.794928","Chenopodiaceae","live plant","1","Atriplex polycarpa"
NA,NA,"35.234964","-115.794928","Ephedraceae","live plant","1","Ephedra viridis"
NA,NA,"35.234964","-115.794928","Polygonaceae","live plant","5","Chorizanthe rigida"
NA,NA,"35.234964","-115.794928","Poaceae","live plant","TNTC","Unknown"
NA,NA,"35.234964","-115.794928","Poaceae","live plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.234964","-115.794928","null","live plant","TNTC","Unknown"
NA,NA,"35.234947","-115.794898","Agavaceae","Basalt","1","Yucca schidigera"
NA,NA,"35.234947","-115.794898","Zygophyllaceae","Basalt","1","Larrea tridentata"
NA,NA,"35.234947","-115.794898","Poaceae","Basalt","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.234947","-115.794898","Poaceae","Basalt","TNTC","Unknown"
NA,NA,"35.234947","-115.794898","null","Basalt gravel","TNTC","Unknown"
NA,NA,"35.234962","-115.794868","Chenopodiaceae","Basalt gravel","1","Atriplex polycarpa"
NA,NA,"35.234962","-115.794868","Poaceae","Basalt gravel","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.234967","-115.794804","Cactaceae","Basalt gravel","1","Cylindropuntia ramosissima"
NA,NA,"35.234967","-115.794804","Zygophyllaceae","Basalt gravel","1","Larrea tridentata"
NA,NA,"35.234967","-115.794804","Poaceae","Basalt gravel","TNTC","Unknown"
NA,NA,"35.234967","-115.794804","Poaceae","Basalt gravel","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.234975","-115.794719","Cactaceae","Basalt gravel","1","Opuntia basilaris"
NA,NA,"35.234975","-115.794719","Zygophyllaceae","Basalt gravel","1","Larrea tridentata"
NA,NA,"35.234975","-115.794719","Poaceae","Basalt gravel","TNTC","Unknown"
NA,NA,"35.234975","-115.794719","Poaceae","Basalt gravel","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.234975","-115.794719","null","Basalt gravel","TNTC","Unknown"
NA,NA,"35.234948","-115.794677","Cactaceae","Basalt cobble","5","Ferocactus cylindraceus"
NA,NA,"35.234948","-115.794677","Cactaceae","Basalt cobble","1","Cylindropuntia acanthocarpa"
NA,NA,"35.234948","-115.794677","Ephedraceae","Basalt cobble","1","Ephedra viridis"
NA,NA,"35.234948","-115.794677","Poaceae","Basalt cobble","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.234948","-115.794677","Poaceae","Basalt cobble","TNTC","Unknown"
NA,NA,"35.234744","-115.795215","Zygophyllaceae","Basalt cobble","4","Larrea tridentata"
NA,NA,"35.234744","-115.795215","Agavaceae","Basalt cobble","1","Yucca schidigera"
NA,NA,"35.234744","-115.795215","Poaceae","Basalt cobble","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.234744","-115.795215","Poaceae","Basalt cobble","TNTC","Unknown"
NA,NA,"35.234744","-115.795215","null","Basalt cobble","TNTC","Unknown"
NA,NA,"35.234763","-115.795306","Agavaceae","live plant","3","Yucca schidigera"
NA,NA,"35.234763","-115.795306","Cactaceae","live plant","1","Ferocactus cylindraceus"
NA,NA,"35.234763","-115.795306","Ephedraceae","live plant","1","Ephedra viridis"
NA,NA,"35.234763","-115.795306","Poaceae","live plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.234763","-115.795306","Poaceae","live plant","TNTC","Unknown"
NA,NA,"35.234763","-115.795306","null","live plant","TNTC","Unknown"
NA,NA,"35.234771","-115.795390","Ephedraceae","Basalt gravel","1","Ephedra viridis"
NA,NA,"35.234771","-115.795390","Zygophyllaceae","Basalt gravel","1","Larrea tridentata"
NA,NA,"35.234771","-115.795390","Cactaceae","Basalt gravel","1","Opuntia basilaris"
NA,NA,"35.234771","-115.795390","Poaceae","Basalt gravel","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.234771","-115.795390","Poaceae","Basalt gravel","TNTC","Unknown"
NA,NA,"35.234768","-115.795449","Ephedraceae","Basalt cobble","1","Ephedra viridis"
NA,NA,"35.234768","-115.795449","Cactaceae","Basalt cobble","1","Echinocereus engelmannii"
NA,NA,"35.234768","-115.795449","Poaceae","Basalt cobble","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.234797","-115.795500","Cactaceae","Basalt boulders","1","Cylindropuntia acanthocarpa"
NA,NA,"35.234797","-115.795500","Ephedraceae","Basalt boulders","1","Ephedra viridis"
NA,NA,"35.234797","-115.795500","Cactaceae","Basalt boulders","1","Ferocactus cylindraceus"
NA,NA,"35.234797","-115.795500","Poaceae","Basalt boulders","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.234823","-115.795554","Agavaceae","live plant","3","Yucca schidigera"
NA,NA,"35.234823","-115.795554","Cactaceae","live plant","2","Ferocactus cylindraceus"
NA,NA,"35.234823","-115.795554","Chenopodiaceae","live plant","1","Atriplex polycarpa"
NA,NA,"35.234823","-115.795554","Zygophyllaceae","live plant","1","Larrea tridentata"
NA,NA,"35.234823","-115.795554","Poaceae","live plant","TNTC","Unknown"
NA,NA,"35.23475","-115.795761","Poaceae","Basalt gravel","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.234804","-115.795722°","Polygonaceae","Basalt cobble","7","Chorizanthe rigida"
NA,NA,"36.234804","-115.795722°","Poaceae","Basalt cobble","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"37.234804","-115.795722°","Asteraceae","Basalt cobble","2","Stylocline micropoides"
NA,NA,"35.234795","-115.795770","Ephedraceae","live plant","1","Ephedra viridis"
NA,NA,"35.234795","-115.795770","Cactaceae","live plant","1","Opuntia basilaris"
NA,NA,"35.234795","-115.795770","Poaceae","live plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.234562","-115.795206","Cactaceae","Basalt gravel","3","Cylindropuntia ramosissima"
NA,NA,"35.234562","-115.795206","Cactaceae","Basalt gravel","2","Echinocereus engelmannii"
NA,NA,"35.234562","-115.795206","Cactaceae","Basalt gravel","2","Ferocactus cylindraceus"
NA,NA,"35.234562","-115.795206","Poaceae","Basalt gravel","10","Bromus madritensis ssp. rubens"
NA,NA,"35.234562","-115.795206","null","Basalt gravel","3","Unknown"
NA,NA,"35.234577","-115.795165","Cactaceae","Basalt cobble","1","Cylindropuntia ramosissima"
NA,NA,"35.234577","-115.795165","Cactaceae","Basalt cobble","1","Opuntia basilaris"
NA,NA,"35.234577","-115.795165","Cactaceae","Basalt cobble","1","Echinocereus engelmannii"
NA,NA,"35.234577","-115.795165","Poaceae","Basalt cobble","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.234585","-115.795100","Zygophyllaceae","Basalt cobble","1","Larrea tridentata"
NA,NA,"35.234585","-115.795100","Cactaceae","Basalt cobble","1","Cylindropuntia acanthocarpa"
NA,NA,"35.234585","-115.795100","Poaceae","Basalt cobble","TNTC","Unknown"
