"","Genus_species","Easting","Northing"
"2660","Munroa pulchella",609430.964870969,3899906.03937641
"2661","Munroa pulchella",609613.645856219,3899791.33882044
"2662","Munroa pulchella",608998.588507836,3899890.49669968
"2663","Munroa pulchella",609614.525066477,3899891.4039353
"2664","Munroa pulchella",609599.147672318,3899898.64936582
"2665","Munroa pulchella",609627.516489155,3899825.78296723
"2666","Munroa pulchella",609626.433954564,3899824.99335648
"2667","Munroa pulchella",608786.402526572,3900249.44318147
"2668","Munroa pulchella",608827.961152146,3900221.76882922
"2669","Munroa pulchella",608828.907147006,3900218.78525514
"2670","Munroa pulchella",608849.962126695,3900284.0408803
"2671","Munroa pulchella",609094.600728657,3900275.01204496
"2672","Munroa pulchella",609572.830581835,3899427.12050403
"2673","Munroa pulchella",609573.721755623,3899428.68426066
"2674","Munroa pulchella",609494.800396837,3899429.72425198
"2675","Munroa pulchella",609575.777102749,3899431.8150847
"2676","Munroa pulchella",609560.999229192,3899449.60574892
"2677","Munroa pulchella",609511.541882607,3899452.66675311
"2678","Munroa pulchella",609581.006662396,3899458.38958257
"2679","Munroa pulchella",609529.550972663,3899468.63637861
"2680","Munroa pulchella",609494.115770881,3899471.20190185
"2681","Munroa pulchella",609513.375458502,3899474.09749971
"2682","Munroa pulchella",609501.060533908,3899483.93150654
"2683","Munroa pulchella",609500.835526201,3899487.47837977
"2684","Munroa pulchella",609514.199024107,3899488.74958134
"2685","Munroa pulchella",609578.943653376,3899493.41687445
"2686","Munroa pulchella",609500.808252259,3899497.23944913
"2687","Munroa pulchella",609514.625388888,3899498.6270742
"2688","Munroa pulchella",609305.289854895,3900176.17339127
"2689","Munroa pulchella",609310.247478615,3900180.11575274
"2690","Munroa pulchella",609311.985705415,3900141.75672538
"2691","Munroa pulchella",609310.171474992,3900133.74817174
"2692","Munroa pulchella",609303.666942613,3900129.78709538
"2693","Munroa pulchella",609300.427421823,3900126.75292557
"2694","Munroa pulchella",609337.537275518,3900143.50795978
"2695","Munroa pulchella",609340.452790257,3900150.75337363
"2696","Munroa pulchella",609340.459501979,3900150.19882967
"2697","Munroa pulchella",609353.957027362,3900155.35382922
"2698","Munroa pulchella",609355.911880719,3900159.25986892
"2699","Munroa pulchella",609358.531875551,3900160.84453472
"2700","Munroa pulchella",609364.217427712,3900164.79573798
"2701","Munroa pulchella",609332.987348297,3900150.99579655
"2702","Munroa pulchella",609360.023402813,3900172.95342062
"2703","Nicolletia occidentalis",609590.556429567,3899901.65105473
"2704","Nicolletia occidentalis",609295.026226107,3900182.03916518
"2705","Nicotiana attenuata",608782.434719073,3899724.05572091
"2706","Nicotiana attenuata",608895.958640732,3899752.26701945
"2707","Nicotiana attenuata",609386.69166795,3899999.78951286
"2708","Nicotiana attenuata",609301.386733745,3900009.84957342
"2709","Nicotiana attenuata",609327.326003197,3900032.23750766
"2710","Nicotiana attenuata",609345.998292162,3900038.45343542
"2711","Nicotiana attenuata",609370.043227298,3900044.40166721
"2712","Nicotiana obtusifolia",609337.537275518,3900143.50795978
"2713","Notholaena californica",609589.49813821,3899793.8190218
"2714","Notholaena californica",609651.478805056,3899718.58731285
"2715","Notholaena californica",609301.386733745,3900009.84957342
"2716","Opuntia basilaris",609428.17778637,3899999.64484458
"2717","Opuntia basilaris",608866.984631717,3899702.11880791
"2718","Opuntia basilaris",608845.470096316,3899697.97724027
"2719","Opuntia basilaris",609131.80707546,3900019.66235308
"2720","Opuntia basilaris",609135.99662225,3900043.25369653
"2721","Opuntia basilaris",609358.526820397,3900160.84447353
"2722","Opuntia basilaris",609284.247021843,3899868.98319409
"2723","Opuntia basilaris",609285.64173713,3899904.15711737
"2724","Opuntia basilaris",609273.612288114,3899868.29994012
"2725","Opuntia basilaris",609730.379087475,3899441.78868543
"2726","Opuntia basilaris",609755.776200111,3899441.43157834
"2727","Opuntia basilaris",609739.051792444,3899447.10748545
"2728","Opuntia basilaris",609725.644576376,3899456.92793106
"2729","Opuntia basilaris",609691.984019354,3899455.74277948
"2730","Opuntia basilaris",609681.093641432,3899453.17023366
"2731","Opuntia basilaris",609679.000084785,3899498.18040284
"2732","Opuntia basilaris",609626.57390806,3899813.4588431
"2733","Opuntia basilaris",609599.794199309,3899792.83466029
"2734","Opuntia basilaris",609671.2779383,3899766.96911409
"2735","Opuntia basilaris",609610.49355524,3899743.60278688
"2736","Opuntia basilaris",609575.88240104,3899745.84517403
"2737","Opuntia basilaris",609631.228959184,3899722.33489069
"2738","Opuntia basilaris",609593.590774413,3899786.54760736
"2739","Opuntia basilaris",609656.162766886,3899752.58724125
"2740","Opuntia basilaris",609299.706746941,3900028.35372351
"2741","Opuntia basilaris",609299.781887089,3900022.14283256
"2742","Opuntia basilaris",609308.831074357,3900003.83876491
"2743","Opuntia basilaris",609307.686172562,3900105.9868457
"2744","Opuntia basilaris",609344.275913706,3900007.81728374
"2745","Opuntia basilaris",609353.226041722,3900027.78119048
"2746","Opuntia basilaris",609370.043227298,3900044.40166721
"2747","Opuntia basilaris",609025.924702029,3899827.37751784
"2748","Opuntia basilaris",609060.549772679,3899876.71327095
"2749","Opuntia basilaris",609623.331638573,3899870.65686213
"2750","Opuntia basilaris",609477.359640877,3899419.41876097
"2751","Opuntia basilaris",609545.779745268,3899421.24627763
"2752","Opuntia basilaris",609560.999229192,3899449.60574892
"2753","Opuntia basilaris",609494.115770881,3899471.20190185
"2754","Opuntia basilaris",609531.305093666,3899474.09296644
"2755","Opuntia basilaris",609556.744677978,3899477.72911944
"2756","Opuntia basilaris",609358.531875551,3900160.84453472
"2757","Pectocarya heterocarpa",609294.005899062,3900184.46717161
"2758","Pectocarya heterocarpa",609289.637948128,3900175.66357688
"2759","Pectocarya heterocarpa",609289.088522852,3900177.19755545
"2760","Pectocarya heterocarpa",609280.22246728,3900172.43761395
"2761","Pectocarya heterocarpa",609285.928074333,3900173.06125907
"2762","Pectocarya heterocarpa",609284.801444979,3900184.69475715
"2763","Pectocarya heterocarpa",609272.92971741,3900158.82271074
"2764","Pectocarya heterocarpa",609314.917986882,3900148.45387046
"2765","Pectocarya heterocarpa",609310.20149565,3900168.45574318
"2766","Pectocarya heterocarpa",609275.34684332,3900184.70363869
"2767","Pectocarya heterocarpa",609316.628463222,3900140.80225347
"2768","Pectocarya heterocarpa",609293.794486413,3900170.598986
"2769","Pectocarya heterocarpa",609303.509528204,3900119.81426414
"2770","Pectocarya heterocarpa",609282.400461404,3900142.85314397
"2771","Pectocarya heterocarpa",609329.947845175,3900147.3108109
"2772","Pectocarya heterocarpa",609337.219525984,3900145.95062744
"2773","Pectocarya heterocarpa",609341.563210116,3900156.75676546
"2774","Pectocarya heterocarpa",609345.093615765,3900157.47737092
"2775","Pectocarya heterocarpa",609358.560794828,3900166.39113729
"2776","Pectocarya penicillata",608867.314752912,3899704.09478113
"2777","Pectocarya penicillata",608845.470096316,3899697.97724027
"2778","Pectocarya penicillata",609165.593352103,3900047.92502365
"2779","Pectocarya penicillata",608897.257620331,3899877.31339558
"2780","Pectocarya penicillata",608914.777859897,3899866.74022804
"2781","Pectocarya penicillata",609297.81183787,3900170.77083905
"2782","Pectocarya penicillata",609301.766639071,3900174.02318784
"2783","Pectocarya penicillata",609310.262420378,3900180.13442104
"2784","Pectocarya penicillata",609319.620915891,3900196.42423075
"2785","Pectocarya penicillata",609314.664184095,3900146.44798638
"2786","Pectocarya penicillata",609311.990686025,3900141.76294815
"2787","Pectocarya penicillata",609310.859383679,3900137.06575848
"2788","Pectocarya penicillata",609310.166270718,3900133.76043378
"2789","Pectocarya penicillata",609308.6527743,3900131.40037055
"2790","Pectocarya penicillata",609303.666793515,3900129.79941858
"2791","Pectocarya penicillata",609300.442736433,3900126.74078585
"2792","Pectocarya penicillata",609296.052025213,3900119.81647696
"2793","Pectocarya penicillata",609340.447958823,3900150.73482765
"2794","Pectocarya penicillata",609340.454297672,3900150.21109168
"2795","Pectocarya penicillata",609295.018487366,3900182.2609216
"2796","Pectocarya penicillata",609294.005899062,3900184.46717161
"2797","Pectocarya penicillata",609285.928074333,3900173.06125907
"2798","Pectocarya penicillata",609293.794486413,3900170.598986
"2799","Pectocarya penicillata",609282.400461404,3900142.85314397
"2800","Pectocarya penicillata",609280.673272788,3899871.83634159
"2801","Pectocarya penicillata",609299.052963255,3899863.40035958
"2802","Pectocarya penicillata",609276.051259361,3899863.12212811
"2803","Pectocarya penicillata",609273.612288114,3899868.29994012
"2804","Pectocarya penicillata",609275.468473026,3899873.68376333
"2805","Pectocarya penicillata",609277.567360233,3899879.90245979
"2806","Pectocarya penicillata",609296.131227273,3899841.61139576
"2807","Pectocarya penicillata",608897.273009047,3899877.29509359
"2808","Pectocarya penicillata",608914.782840933,3899866.74645057
"2809","Pectocarya penicillata",609275.947408439,3900089.07505837
"2810","Pectocarya penicillata",609274.143408172,3900095.26503781
"2811","Pectocarya penicillata",609270.883516604,3900101.43740811
"2812","Pectocarya penicillata",609327.341295139,3900053.53529565
"2813","Pectocarya penicillata",609327.079321953,3900045.1018242
"2814","Pectocarya penicillata",609369.112417275,3900031.07939492
"2815","Pectocarya penicillata",609297.801876668,3900170.75839354
"2816","Pectocarya penicillata",609301.766639071,3900174.02318784
"2817","Pectocarya penicillata",609310.247478615,3900180.11575274
"2818","Pectocarya penicillata",609319.605750491,3900196.42404724
"2819","Pectocarya penicillata",609314.659128933,3900146.44792521
"2820","Pectocarya penicillata",609311.985705415,3900141.75672538
"2821","Pectocarya penicillata",609310.859160017,3900137.08424328
"2822","Pectocarya penicillata",609310.171474992,3900133.74817174
"2823","Pectocarya penicillata",609303.666942613,3900129.78709538
"2824","Pectocarya penicillata",609300.427421823,3900126.75292557
"2825","Pectocarya penicillata",609296.051950669,3900119.82263856
"2826","Pectocarya penicillata",609340.452790257,3900150.75337363
"2827","Pectocarya penicillata",609340.459501979,3900150.19882967
"2828","Pectocarya penicillata",609295.026226107,3900182.03916518
"2829","Pectocarya penicillata",609294.001155941,3900184.02341413
"2830","Pectocarya penicillata",609289.014254458,3900174.97815657
"2831","Pectocarya penicillata",609288.990103422,3900176.97451478
"2832","Pectocarya penicillata",609280.040867847,3900171.98555466
"2833","Pectocarya penicillata",609285.033388003,3900173.04427342
"2834","Pectocarya penicillata",609283.990636895,3900184.01323612
"2835","Pectocarya penicillata",609272.019219004,3900158.02289759
"2836","Pectocarya penicillata",609310.029784239,3900168.02229038
"2837","Pectocarya penicillata",609274.981035925,3900184.01517627
"2838","Pectocarya penicillata",609292.987316497,3900170.03459573
"2839","Pectocarya penicillata",609345.018252043,3900157.02043357
"2840","Pectocarya penicillata",609341.026649743,3900155.97379605
"2841","Pectocarya penicillata",609358.013811084,3900166.05174081
"2842","Perityle emoryi",608899.533004318,3899711.60070831
"2843","Perityle emoryi",608782.434719073,3899724.05572091
"2844","Perityle emoryi",608806.682715984,3899706.93867151
"2845","Perityle emoryi",608819.972065564,3899705.52728169
"2846","Perityle emoryi",608823.280149802,3899712.13017081
"2847","Perityle emoryi",608905.596324901,3899881.8200853
"2848","Perityle emoryi",609345.093615765,3900157.47737092
"2849","Perityle emoryi",608899.543115115,3899711.60083017
"2850","Perityle emoryi",608904.963510903,3899881.04830881
"2851","Perityle emoryi",609341.026649743,3900155.97379605
"2852","Phacelia crenulata",608884.107565445,3899776.98366759
"2853","Phacelia crenulata",608896.813859556,3899823.94089747
"2854","Phacelia crenulata",609284.801444979,3900184.69475715
"2855","Phacelia crenulata",608896.01577396,3899823.03771763
"2856","Phacelia crenulata",609340.452790257,3900150.75337363
"2857","Phacelia crenulata",609283.990636895,3900184.01323612
"2858","Phacelia crenulata",609336.972525687,3900145.05407526
"2859","Phacelia distans",608867.314752912,3899704.09478113
"2860","Phacelia distans",609125.792265886,3900006.95658312
"2861","Phacelia rotundifolia",608796.896538254,3899711.35025505
"2862","Phacelia rotundifolia",609294.851565671,3899836.63510482
"2863","Phacelia rotundifolia",609289.132352744,3899812.03918095
"2864","Phacelia rotundifolia",609346.662671121,3900021.15717323
"2865","Phacelia rotundifolia",609368.76021926,3900037.61970818
"2866","Phoradendron californicum",609577.797719059,3899783.02830397
"2867","Phoradendron californicum",609626.433954564,3899824.99335648
"2868","Phoradendron californicum",608849.359695989,3900266.06379691
"2869","Phoradendron californicum",608821.44755228,3900384.74987151
"2870","Phoradendron californicum",608838.710336038,3900387.06541883
"2871","Phoradendron californicum",609524.095730516,3899430.63390502
"2872","Phragmites australis",609283.781841476,3900058.33267479
"2873","Phragmites australis",609312.318220117,3900084.19066311
"2874","Phragmites australis",609346.994046736,3900068.96986952
"2875","Phragmites australis",609349.797575381,3900100.50651178
"2876","Phragmites australis",609363.801157345,3900101.45249686
"2877","Physalis crassifolia",608872.251367217,3899831.5020575
"2878","Physalis crassifolia",608910.984704039,3899850.05578297
"2879","Physaria tenella",609280.22246728,3900172.43761395
"2880","Physaria tenella",609280.040867847,3900171.98555466
"2881","Plagiobothrys arizonicus",608867.314752912,3899704.09478113
"2882","Plagiobothrys arizonicus",608779.0705482,3899720.00960326
"2883","Plagiobothrys arizonicus",608791.830861942,3899701.64497141
"2884","Plagiobothrys arizonicus",608795.872320191,3899706.13062283
"2885","Plagiobothrys arizonicus",608806.682715984,3899706.93867151
"2886","Plagiobothrys arizonicus",608819.972065564,3899705.52728169
"2887","Plagiobothrys arizonicus",608822.30765963,3899708.91396573
"2888","Plagiobothrys arizonicus",608832.173265361,3899697.90950653
"2889","Plagiobothrys arizonicus",608833.998249867,3899708.00715247
"2890","Plagiobothrys arizonicus",608847.957968578,3899695.01840528
"2891","Plagiobothrys arizonicus",609162.521359647,3900038.55172153
"2892","Plagiobothrys arizonicus",609164.810203823,3900045.78949919
"2893","Plagiobothrys arizonicus",609165.593352103,3900047.92502365
"2894","Plagiobothrys arizonicus",609168.608906631,3900053.60014698
"2895","Plagiobothrys jonesii",608903.429301233,3899856.06557397
"2896","Plagiobothrys jonesii",609297.81183787,3900170.77083905
"2897","Plagiobothrys jonesii",609301.766639071,3900174.02318784
"2898","Plagiobothrys jonesii",609310.262420378,3900180.13442104
"2899","Plagiobothrys jonesii",609319.620915891,3900196.42423075
"2900","Plagiobothrys jonesii",609321.193075337,3900200.20238194
"2901","Plagiobothrys jonesii",609314.664184095,3900146.44798638
"2902","Plagiobothrys jonesii",609311.990686025,3900141.76294815
"2903","Plagiobothrys jonesii",609310.166270718,3900133.76043378
"2904","Plagiobothrys jonesii",609303.666793515,3900129.79941858
"2905","Plagiobothrys jonesii",609300.442736433,3900126.74078585
"2906","Plagiobothrys jonesii",609296.052025213,3900119.81647696
"2907","Plagiobothrys jonesii",609340.447958823,3900150.73482765
"2908","Plagiobothrys jonesii",609340.454297672,3900150.21109168
"2909","Plagiobothrys jonesii",609353.967361427,3900155.33546681
"2910","Plagiobothrys jonesii",609355.916786701,3900159.27225331
"2911","Plagiobothrys jonesii",609364.217427712,3900164.79573798
"2912","Plagiobothrys jonesii",608871.059509748,3899846.49335306
"2913","Plagiobothrys jonesii",608870.428849203,3899831.69578333
"2914","Plagiobothrys jonesii",608871.375932278,3899828.62595179
"2915","Plagiobothrys jonesii",608876.670390362,3899836.11554891
"2916","Plagiobothrys jonesii",608872.251367217,3899831.5020575
"2917","Plagiobothrys jonesii",608875.692436103,3899862.72571162
"2918","Plagiobothrys jonesii",608870.988516521,3899823.01341983
"2919","Plagiobothrys jonesii",608917.759163093,3899845.91614267
"2920","Plagiobothrys jonesii",608930.2982999,3899854.29423544
"2921","Plagiobothrys jonesii",609295.018487366,3900182.2609216
"2922","Plagiobothrys jonesii",609294.005899062,3900184.46717161
"2923","Plagiobothrys jonesii",609289.637948128,3900175.66357688
"2924","Plagiobothrys jonesii",609289.088522852,3900177.19755545
"2925","Plagiobothrys jonesii",609285.928074333,3900173.06125907
"2926","Plagiobothrys jonesii",609272.92971741,3900158.82271074
"2927","Plagiobothrys jonesii",609314.917986882,3900148.45387046
"2928","Plagiobothrys jonesii",609310.20149565,3900168.45574318
"2929","Plagiobothrys jonesii",609329.947845175,3900147.3108109
"2930","Plagiobothrys jonesii",609358.560794828,3900166.39113729
"2931","Plagiobothrys jonesii",609360.470310462,3900173.62438094
"2932","Plagiobothrys jonesii",608903.444392919,3899856.07191837
"2933","Plagiobothrys jonesii",608870.984193095,3899846.03025892
"2934","Plagiobothrys jonesii",608869.981665184,3899831.04333365
"2935","Plagiobothrys jonesii",608871.020041152,3899827.9499522
"2936","Plagiobothrys jonesii",608876.019589405,3899835.99678164
"2937","Plagiobothrys jonesii",608871.984913066,3899830.95654781
"2938","Plagiobothrys jonesii",608874.977545174,3899862.05154813
"2939","Plagiobothrys jonesii",608870.989184739,3899822.95796549
"2940","Plagiobothrys jonesii",608916.955803409,3899845.03138468
"2941","Plagiobothrys jonesii",608930.044564401,3899853.95223936
"2942","Plagiobothrys jonesii",609283.865021064,3900051.45633109
"2943","Plagiobothrys jonesii",609284.739841277,3900061.89386325
"2944","Plagiobothrys jonesii",609282.783358204,3900065.64164661
"2945","Plagiobothrys jonesii",609280.611349989,3900072.1599483
"2946","Plagiobothrys jonesii",609279.769600575,3900074.03549136
"2947","Plagiobothrys jonesii",609278.833942524,3900083.67464857
"2948","Plagiobothrys jonesii",609275.947408439,3900089.07505837
"2949","Plagiobothrys jonesii",609274.143408172,3900095.26503781
"2950","Plagiobothrys jonesii",609270.883516604,3900101.43740811
"2951","Plagiobothrys jonesii",609298.619938137,3900035.43977525
"2952","Plagiobothrys jonesii",609315.103572591,3900064.59063792
"2953","Plagiobothrys jonesii",609312.372719743,3900094.72919912
"2954","Plagiobothrys jonesii",609327.341295139,3900053.53529565
"2955","Plagiobothrys jonesii",609327.079321953,3900045.1018242
"2956","Plagiobothrys jonesii",609327.092212989,3900021.47495231
"2957","Plagiobothrys jonesii",609328.149518461,3900016.82889648
"2958","Plagiobothrys jonesii",609341.772015396,3900049.27293666
"2959","Plagiobothrys jonesii",609345.706032727,3900017.48506916
"2960","Plagiobothrys jonesii",609347.46617714,3900075.07646058
"2961","Plagiobothrys jonesii",609353.976523416,3900033.44745066
"2962","Plagiobothrys jonesii",609353.226041722,3900027.78119048
"2963","Plagiobothrys jonesii",609346.64176576,3900007.84591792
"2964","Plagiobothrys jonesii",609369.112417275,3900031.07939492
"2965","Plagiobothrys jonesii",609362.556372282,3900008.81502553
"2966","Plagiobothrys jonesii",609361.839158196,3900007.91894348
"2967","Plagiobothrys jonesii",609297.801876668,3900170.75839354
"2968","Plagiobothrys jonesii",609301.766639071,3900174.02318784
"2969","Plagiobothrys jonesii",609305.289854895,3900176.17339127
"2970","Plagiobothrys jonesii",609310.247478615,3900180.11575274
"2971","Plagiobothrys jonesii",609319.605750491,3900196.42404724
"2972","Plagiobothrys jonesii",609321.197981344,3900200.21476632
"2973","Plagiobothrys jonesii",609314.659128933,3900146.44792521
"2974","Plagiobothrys jonesii",609311.985705415,3900141.75672538
"2975","Plagiobothrys jonesii",609310.171474992,3900133.74817174
"2976","Plagiobothrys jonesii",609303.666942613,3900129.78709538
"2977","Plagiobothrys jonesii",609300.427421823,3900126.75292557
"2978","Plagiobothrys jonesii",609296.051950669,3900119.82263856
"2979","Plagiobothrys jonesii",609340.452790257,3900150.75337363
"2980","Plagiobothrys jonesii",609340.459501979,3900150.19882967
"2981","Plagiobothrys jonesii",609353.957027362,3900155.35382922
"2982","Plagiobothrys jonesii",609355.911880719,3900159.25986892
"2983","Plagiobothrys jonesii",609364.217427712,3900164.79573798
"2984","Plagiobothrys jonesii",609295.026226107,3900182.03916518
"2985","Plagiobothrys jonesii",609294.001155941,3900184.02341413
"2986","Plagiobothrys jonesii",609289.014254458,3900174.97815657
"2987","Plagiobothrys jonesii",609288.990103422,3900176.97451478
"2988","Plagiobothrys jonesii",609285.033388003,3900173.04427342
"2989","Plagiobothrys jonesii",609272.019219004,3900158.02289759
"2990","Plagiobothrys jonesii",609314.003390338,3900147.992941
"2991","Plagiobothrys jonesii",609310.029784239,3900168.02229038
"2992","Plagiobothrys jonesii",609329.031981586,3900146.9546271
"2993","Plagiobothrys jonesii",609336.972525687,3900145.05407526
"2994","Plagiobothrys jonesii",609345.018252043,3900157.02043357
"2995","Plagiobothrys jonesii",609358.013811084,3900166.05174081
"2996","Plagiobothrys jonesii",609360.023402813,3900172.95342062
"2997","Plantago ovata",609358.526820397,3900160.84447353
"2998","Plantago ovata",609340.081181329,3900158.06376615
"2999","Plantago ovata",609284.247021843,3899868.98319409
"3000","Plantago ovata",609276.837879147,3899873.33057629
"3001","Plantago ovata",609289.795491085,3899884.70305466
"3002","Plantago ovata",609284.248559018,3899891.84608116
"3003","Plantago ovata",609282.685007006,3899908.25022697
"3004","Plantago ovata",609285.289537452,3899910.28454317
"3005","Plantago ovata",609294.859590965,3899865.22919366
"3006","Plantago ovata",609293.599926291,3899862.77976883
"3007","Plantago ovata",609299.052963255,3899863.40035958
"3008","Plantago ovata",609295.501393315,3899858.15008444
"3009","Plantago ovata",609299.536840186,3899854.74790297
"3010","Plantago ovata",609302.227478068,3899849.66557945
"3011","Plantago ovata",609295.837728588,3899836.61622182
"3012","Plantago ovata",609302.384386872,3899836.69541869
"3013","Plantago ovata",609303.872693793,3899826.51448921
"3014","Plantago ovata",609275.524495956,3899889.95343574
"3015","Plantago ovata",609287.561928428,3899858.26973178
"3016","Plantago ovata",609286.700042691,3899854.28449511
"3017","Plantago ovata",609286.289409004,3899850.61284177
"3018","Plantago ovata",609288.998749632,3899829.35418367
"3019","Plantago ovata",609281.886125027,3899823.81434068
"3020","Plantago ovata",609289.115210556,3899813.45634807
"3021","Plantago ovata",609289.132352744,3899812.03918095
"3022","Plantago ovata",609358.531875551,3900160.84453472
"3023","Plantago ovata",609340.00156661,3900157.95804002
"3024","Psorothamnus arborescens",609361.839158196,3900007.91894348
"3025","Psorothamnus arborescens",609374.079285509,3900071.84901314
"3026","Salvia columbariae",609653.030680855,3899800.69072929
"3027","Salvia dorrii",608867.314752912,3899704.09478113
"3028","Salvia dorrii",608866.808911821,3899708.30998938
"3029","Salvia dorrii",608833.998249867,3899708.00715247
"3030","Salvia dorrii",608844.844600789,3899703.73162935
"3031","Salvia dorrii",609139.369283705,3900057.03680586
"3032","Salvia dorrii",609141.433698973,3900059.83486866
"3033","Schismus barbatus",609136.875424023,3900037.47156622
"3034","Schismus barbatus",609135.99662225,3900043.25369653
"3035","Schismus barbatus",609137.396048387,3900046.69078719
"3036","Schismus barbatus",609138.378806312,3900049.04440777
"3037","Schismus barbatus",609165.593352103,3900047.92502365
"3038","Scutellaria mexicana",609121.061072611,3900013.55493229
"3039","Scutellaria mexicana",608922.051938794,3899867.29010585
"3040","Scutellaria mexicana",608876.670390362,3899836.11554891
"3041","Scutellaria mexicana",608872.251367217,3899831.5020575
"3042","Scutellaria mexicana",608868.983358009,3899815.2861489
"3043","Scutellaria mexicana",609420.365316994,3899992.21068076
"3044","Scutellaria mexicana",609400.544305222,3899998.18244567
"3045","Scutellaria mexicana",608922.057142671,3899867.27784361
"3046","Scutellaria mexicana",608876.019589405,3899835.99678164
"3047","Scutellaria mexicana",608871.984913066,3899830.95654781
"3048","Scutellaria mexicana",608867.990202925,3899815.04616979
"3049","Scutellaria mexicana",609132.444773026,3900215.90243996
"3050","Scutellaria mexicana",609135.317930587,3900286.92912717
"3051","Senecio flaccidus",609305.391904048,3900047.3906809
"3052","Senecio flaccidus",609303.743530649,3900040.71523734
"3053","Senecio flaccidus",609345.998292162,3900038.45343542
"3054","Senecio flaccidus",609349.755201625,3900088.96979533
"3055","Senecio flaccidus",609368.76021926,3900037.61970818
"3056","Senecio flaccidus",609377.512160636,3900058.91234418
"3057","Senecio flaccidus",609374.637020105,3900078.40034286
"3058","Senecio flaccidus",609369.708287783,3900087.10375211
"3059","Senecio flaccidus",609609.125382025,3899893.88970332
"3060","Senecio flaccidus",609623.331638573,3899870.65686213
"3061","Senecio flaccidus",609626.517835896,3899870.5845967
"3062","Senecio flaccidus",609632.303055063,3899866.32871471
"3063","Senecio flaccidus",609665.155233963,3899866.50556195
"3064","Senecio flaccidus",609670.487637619,3899869.56526657
"3065","Senecio flaccidus",609627.516489155,3899825.78296723
"3066","Senecio flaccidus",609635.61918959,3899825.54851039
"3067","Senecio flaccidus",609639.722094597,3899824.93274727
"3068","Senecio flaccidus",609120.270154885,3900244.37401257
"3069","Senecio flaccidus",609124.267317912,3900229.89112627
"3070","Senecio flaccidus",609137.844742245,3900258.56286151
"3071","Senecio mohavensis",609332.987348297,3900150.99579655
"3072","Senegalia greggii",608922.87231082,3899890.2491062
"3073","Senegalia greggii",608873.027182351,3899819.98755438
"3074","Senegalia greggii",609652.054228755,3899813.65711784
"3075","Senegalia greggii",609672.998196465,3899812.69114712
"3076","Senegalia greggii",609577.797719059,3899783.02830397
"3077","Senegalia greggii",609349.797575381,3900100.50651178
"3078","Senegalia greggii",609626.433954564,3899824.99335648
"3079","Senegalia greggii",608849.359695989,3900266.06379691
"3080","Senegalia greggii",608867.267547695,3900358.34722205
"3081","Senegalia greggii",608821.44755228,3900384.74987151
"3082","Senegalia greggii",608834.223747179,3900389.34078496
"3083","Senegalia greggii",608838.710336038,3900387.06541883
"3084","Senegalia greggii",609486.715199063,3899420.97413628
"3085","Senegalia greggii",609524.095730516,3899430.63390502
"3086","Sphaeralcea ambigua",608778.968421218,3899709.59377543
"3087","Sphaeralcea ambigua",608782.434719073,3899724.05572091
"3088","Sphaeralcea ambigua",608783.045183925,3899727.9454359
"3089","Sphaeralcea ambigua",608781.136376484,3899726.90564461
"3090","Sphaeralcea ambigua",608796.896538254,3899711.35025505
"3091","Sphaeralcea ambigua",608860.158722821,3899702.12900284
"3092","Sphaeralcea ambigua",609121.061072611,3900013.55493229
"3093","Sphaeralcea ambigua",609119.700252796,3900013.19955874
"3094","Sphaeralcea ambigua",609121.07967802,3900012.01453314
"3095","Sphaeralcea ambigua",609124.268568773,3900011.71411284
"3096","Sphaeralcea ambigua",608880.765797506,3899775.27952455
"3097","Sphaeralcea ambigua",608886.305252493,3899783.41913944
"3098","Sphaeralcea ambigua",608879.503164801,3899781.45760868
"3099","Sphaeralcea ambigua",608909.97158817,3899768.42141269
"3100","Sphaeralcea ambigua",608999.310523281,3899890.16031078
"3101","Sphaeralcea ambigua",609423.299739583,3899953.64430498
"3102","Sphaeralcea ambigua",608878.972327497,3899854.87725202
"3103","Sphaeralcea ambigua",608887.568910856,3899850.57467344
"3104","Sphaeralcea ambigua",608884.236245878,3899833.4336052
"3105","Sphaeralcea ambigua",608900.499201525,3899866.3524246
"3106","Sphaeralcea ambigua",608897.257620331,3899877.31339558
"3107","Sphaeralcea ambigua",608922.862125937,3899890.2551459
"3108","Sphaeralcea ambigua",608903.429301233,3899856.06557397
"3109","Sphaeralcea ambigua",608914.777859897,3899866.74022804
"3110","Sphaeralcea ambigua",609316.834404117,3900192.72382285
"3111","Sphaeralcea ambigua",609337.552291865,3900143.52046652
"3112","Sphaeralcea ambigua",608875.227584359,3899848.85451212
"3113","Sphaeralcea ambigua",608869.972986478,3899846.44944812
"3114","Sphaeralcea ambigua",608871.375932278,3899828.62595179
"3115","Sphaeralcea ambigua",608876.670390362,3899836.11554891
"3116","Sphaeralcea ambigua",608872.251367217,3899831.5020575
"3117","Sphaeralcea ambigua",608878.894697968,3899884.39463466
"3118","Sphaeralcea ambigua",608889.128482984,3899895.27151023
"3119","Sphaeralcea ambigua",608877.401650549,3899842.56416078
"3120","Sphaeralcea ambigua",608874.958843817,3899825.0024462
"3121","Sphaeralcea ambigua",608878.765504666,3899819.59451687
"3122","Sphaeralcea ambigua",608917.759163093,3899845.91614267
"3123","Sphaeralcea ambigua",608910.984704039,3899850.05578297
"3124","Sphaeralcea ambigua",608924.862716987,3899854.32114001
